year,pick,player,ws,ws_per_48,bpm,vorp,g,mp,seasons
2003,21,Boris Diaw,51.6,.086,0.1,15.5,1064,28768,14
2003,22,Zoran Planinic,1.5,.046,-3.5,-0.6,148,1584,3
2003,23,Travis Outlaw,16.5,.061,-1.4,2.1,622,13026,11
2003,24,Brian Cook,10.2,.086,-1.6,0.5,421,5649,9
2003,25,Carlos Delfino,22.5,.093,0.5,7.2,507,11580,8
2003,26,Ndudi Ebi,0.1,.051,-3.8,0.0,19,86,2
2003,27,Kendrick Perkins,27.9,.078,-1.9,0.6,782,17162,14
2003,28,Leandro Barbosa,37.4,.098,-0.2,8.6,850,18386,14
2003,29,Josh Howard,38.0,.119,0.6,10.0,507,15350,10
2003,30,Maciej Lampe,-0.2,-.014,-7.0,-0.8,64,632,3
2003,31,Jason Kapono,10.3,.055,-2.6,-1.3,509,9068,9
2003,32,Luke Walton,13.5,.067,-1.0,2.5,564,9685,10
2003,33,Jerome Beasley,0.0,-.117,-5.2,0.0,2,5,1
2003,34,Sofoklis Schortsanitis,,,,,,,
2003,35,Szymon Szewczyk,,,,,,,
2003,36,Mario Austin,,,,,,,
2003,37,Travis Hansen,0.2,.019,-6.2,-0.5,41,507,1
2003,38,Steve Blake,29.1,.067,-1.2,4.2,870,20823,13
2003,39,Slavko Vranes,0.0,-.371,-26.2,0.0,1,3,1
2003,40,Derrick Zimmerman,0.0,.004,-10.4,-0.1,2,32,1
2003,41,Willie Green,12.9,.042,-2.7,-2.7,731,14783,12
2003,42,Zaza Pachulia,52.7,.114,-1.5,2.9,1098,22240,16
2003,43,Keith Bogans,20.4,.068,-1.5,1.9,671,14527,11
2003,44,Malick Badiane,,,,,,,
2003,45,Matt Bonner,38.5,.138,1.0,10.1,792,13356,12
2003,46,Sani Becirovic,,,,,,,
2003,47,Mo Williams,40.0,.080,-0.3,10.0,818,23872,13
2003,48,James Lang,0.1,.047,-6.4,-0.1,11,55,1
2003,49,James Jones,25.2,.109,-0.1,5.4,709,11098,14
2003,50,Paccelis Morlende,,,,,,,
2003,51,Kyle Korver,73.4,.113,0.6,20.7,1232,31183,17
2003,52,Remon Van de Hare,,,,,,,
2003,53,Tommy Smith,,,,,,,
2003,54,Nedzad Sinanovic,,,,,,,
2003,55,Rick Rickert,,,,,,,
2003,56,Brandon Hunter,0.7,.055,-3.7,-0.3,67,630,2
2003,57,Xue Yuyang,,,,,,,
2003,58,Andreas Glyniadakis,-0.2,-.143,-14.0,-0.2,13,81,1
2004,1,Dwight Howard,141.7,.172,1.9,39.0,1242,39457,18
2004,2,Emeka Okafor,45.3,.114,-0.6,6.8,616,19055,10
2004,3,Ben Gordon,33.3,.078,-0.3,8.7,744,20366,11
2004,4,Shaun Livingston,29.9,.084,-1.0,4.3,833,17188,14
2004,5,Devin Harris,54.9,.110,0.6,15.5,985,23963,15
2004,6,Josh Childress,25.7,.118,0.8,7.4,391,10432,8
2004,7,Luol Deng,74.0,.115,0.9,22.9,902,30941,15
2004,8,Rafael Araujo,-0.4,-.013,-7.2,-2.1,139,1585,3
2004,9,Andre Iguodala,100.4,.122,2.1,41.3,1231,39507,19
2004,10,Luke Jackson,0.2,.010,-3.7,-0.3,73,724,4
2004,11,Andris Biedrins,30.7,.132,-0.4,4.6,516,11146,10
2004,12,Robert Swift,1.7,.054,-3.8,-0.7,97,1500,4
2004,13,Sebastian Telfair,5.0,.020,-3.4,-4.2,564,12149,10
2004,14,Kris Humphries,30.3,.102,-1.7,1.2,800,14232,13
2004,15,Al Jefferson,71.0,.130,1.2,21.3,915,26299,14
2004,16,Kirk Snyder,4.5,.061,-1.2,0.7,211,3540,4
2004,17,Josh Smith,51.0,.084,1.7,27.2,894,29000,13
2004,18,JR Smith,46.3,.084,0.2,14.7,977,26275,16
2004,19,Dorell Wright,25.9,.101,0.9,9.1,549,12280,11
2004,20,Jameer Nelson,48.3,.094,-0.1,11.6,878,24539,14
2004,21,Pavel Podkolzin,-0.1,-.163,-15.0,-0.1,6,28,2
2004,22,Viktor Khryapa,2.0,.041,-3.5,-0.9,143,2351,4
2004,23,Sergei Monia,-0.2,-.025,-5.3,-0.3,26,343,1
2004,24,Delonte West,24.5,.099,0.9,8.7,432,11842,8
2004,25,Tony Allen,38.7,.103,0.3,10.4,820,18055,14
2004,26,Kevin Martin,61.3,.137,1.0,16.1,714,21559,12
2004,27,Sasha Vujacic,16.0,.086,-1.0,2.3,581,8908,10
2004,28,Beno Udrih,31.4,.083,-0.9,4.9,831,18185,13
2004,29,David Harrison,3.2,.057,-4.4,-1.7,189,2686,4
2004,30,Anderson Varejao,46.4,.148,0.3,8.8,632,15087,14
2004,31,Jackson Vroman,0.0,.001,-5.1,-0.9,87,1111,2
2004,32,Peter John Ramos,0.0,-.108,-10.0,0.0,6,20,1
2004,33,Lionel Chalmers,-0.2,-.025,-5.3,-0.4,36,433,1
2004,34,Donta Smith,0.5,.043,-3.2,-0.2,61,560,2
2004,35,Andre Emmett,0.1,.040,-5.5,-0.1,14,73,2
2004,36,Antonio Burks,0.1,.004,-5.0,-0.6,81,789,2
2004,37,Royal Ivey,4.5,.035,-3.8,-2.7,492,6162,10
2004,38,Chris Duhon,25.0,.077,-1.2,3.2,606,15526,9
2004,39,Albert Miralles,,,,,,,
2004,40,Justin Reed,0.5,.016,-5.9,-1.4,136,1436,3
2004,41,David Young,,,,,,,
2004,42,Viktor Sanikidze,,,,,,,
2004,43,Trevor Ariza,64.3,.094,0.6,21.8,1118,32953,18
2004,44,Tim Pickett,,,,,,,
2004,45,Bernard Robinson,2.0,.049,-2.0,0.0,128,1909,3
2004,46,Ha Ha,-0.2,-.029,-8.8,-0.5,46,316,2
2004,47,Pape Sow,0.8,.044,-5.7,-0.8,76,879,3
2004,48,Ricky Minard,,,,,,,
2004,49,Sergei Lishouk,,,,,,,
2004,50,Vassilis Spanoulis,-0.1,-.010,-5.9,-0.3,31,272,1
2004,51,Christian Drejer,,,,,,,
2004,52,Romain Sato,,,,,,,
2004,53,Matt Freije,-0.6,-.047,-6.0,-0.6,42,588,2
2004,54,Rickey Paulding,,,,,,,
2004,55,Luis Flores,0.0,-.020,-4.8,0.0,16,77,1
2004,56,Marcus Douthit,,,,,,,
2004,57,Sergei Karaulov,,,,,,,
2004,58,Blake Stepp,,,,,,,
2004,59,Rashad Wright,,,,,,,
2005,1,Andrew Bogut,50.6,.122,1.2,16.0,706,19862,14
2005,2,Marvin Williams,65.1,.104,-0.4,12.3,1072,30159,15
2005,3,Deron Williams,77.3,.129,1.9,28.3,845,28865,12
2005,4,Chris Paul,215.2,.225,6.5,98.8,1370,45836,21
2005,5,Raymond Felton,40.2,.067,-0.6,10.1,971,28829,14
2005,6,Martell Webster,24.7,.085,-0.8,4.3,580,13914,10
2005,7,Charlie Villanueva,22.6,.080,-0.6,4.7,656,13578,11
2005,8,Channing Frye,38.9,.094,-0.4,8.0,890,19772,13
2005,9,Ike Diogu,6.5,.112,-3.0,-0.7,225,2795,6
2005,10,Andrew Bynum,37.4,.168,1.4,9.1,418,10690,8
2005,11,Fran Vazquez,,,,,,,
2005,12,Yaroslav Korolev,-0.1,-.024,-5.2,-0.1,34,168,2
2005,13,Sean May,2.6,.068,-1.7,0.2,119,1868,4
2005,14,Rashad McCants,3.6,.035,-1.7,0.4,249,5037,4
2005,15,Antoine Wright,3.1,.026,-3.7,-2.4,297,5714,6
2005,16,Joey Graham,7.8,.061,-3.6,-2.4,377,6117,6
2005,17,Danny Granger,48.5,.126,1.8,17.7,586,18487,10
2005,18,Gerald Green,18.4,.068,-1.3,2.4,658,13026,12
2005,19,Hakim Warrick,20.4,.092,-1.9,0.4,526,10624,8
2005,20,Julius Hodge,0.0,.003,-3.7,0.0,23,98,2
2005,21,Nate Robinson,27.8,.096,0.5,8.6,618,13878,11
2005,22,Jarrett Jack,36.8,.073,-0.9,6.5,867,24140,13
2005,23,Francisco Garcia,18.2,.074,-0.1,5.7,549,11853,10
2005,24,Luther Head,14.7,.090,0.1,4.2,348,7797,6
2005,25,Johan Petro,5.5,.037,-4.6,-4.6,473,7262,8
2005,26,Jason Maxiell,20.3,.086,-2.5,-1.4,618,11379,10
2005,27,Linas Kleiza,13.6,.080,-2.3,-0.7,409,8185,7
2005,28,Ian Mahinmi,26.1,.121,-2.0,0.1,618,10353,12
2005,29,Wayne Simien,0.9,.083,-4.4,-0.3,51,507,2
2005,30,David Lee,76.0,.150,1.1,19.2,829,24293,12
2005,31,Salim Stoudamire,2.2,.040,-2.9,-0.6,157,2672,3
2005,32,Daniel Ewing,0.8,.024,-3.0,-0.4,127,1683,2
2005,33,Brandon Bass,42.8,.125,-0.8,5.1,758,16410,12
2005,34,CJ Miles,30.1,.084,-0.4,6.9,849,17284,16
2005,35,Ricky Sanchez,,,,,,,
2005,36,Ersan Ilyasova,48.8,.124,-0.1,9.0,825,18957,13
2005,37,Ronny Turiaf,19.2,.115,0.3,4.7,473,8020,10
2005,38,Travis Diener,5.6,.102,-0.4,1.1,179,2660,5
2005,39,Von Wafer,3.3,.064,-1.8,0.1,200,2475,6
2005,40,Monta Ellis,41.9,.069,-0.3,12.4,833,29011,12
2005,41,Roko Ukic,-0.2,-.007,-4.3,-0.6,85,987,2
2005,42,Chris Taft,0.5,.155,-0.7,0.0,17,144,1
2005,43,Mile Ilic,-0.2,-1.264,-52.0,-0.1,5,6,1
2005,44,Martynas Andriuskevicius,0.0,.155,5.2,0.0,6,9,1
2005,45,Lou Williams,65.7,.116,1.4,23.2,1123,27104,17
2005,46,Erazem Lorbek,,,,,,,
2005,47,Bracey Wright,0.5,.068,-1.6,0.0,26,325,2
2005,48,Mickael Gelabale,3.0,.062,-2.1,0.0,145,2348,3
2005,49,Andray Blatche,19.2,.074,-0.8,3.8,564,12462,9
2005,50,Ryan Gomes,19.4,.069,-1.6,1.4,487,13463,8
2005,51,Robert Whaley,0.0,.004,-5.1,-0.2,23,212,1
2005,52,Axel Hervelle,,,,,,,
2005,53,Orien Greene,-0.7,-.022,-4.6,-1.0,131,1555,4
2005,54,Dijon Thompson,0.2,.102,-0.5,0.0,16,93,2
2005,55,Lawrence Roberts,2.5,.106,-1.9,0.0,87,1150,2
2005,56,Amir Johnson,55.3,.145,0.3,10.6,870,18323,14
2005,57,Marcin Gortat,61.3,.142,0.4,12.7,806,20691,12
2005,58,Uros Slokar,0.1,.042,-5.6,-0.1,20,72,1
2005,59,Cenk Akyol,,,,,,,
2005,60,Alex Acker,-0.2,-.043,-5.3,-0.2,30,234,2
2006,1,Andrea Bargnani,18.9,.057,-1.6,1.5,550,15806,10
2006,2,LaMarcus Aldridge,115.6,.153,1.7,33.4,1076,36242,16
2006,3,Adam Morrison,-1.4,-.021,-5.0,-2.4,161,3278,3
2006,4,Tyrus Thomas,13.0,.078,-1.2,1.7,402,7932,8
2006,5,Shelden Williams,9.9,.085,-3.0,-1.5,361,5586,6
2006,6,Brandon Roy,37.4,.155,3.6,16.3,326,11561,6
2006,7,Randy Foye,23.5,.058,-1.2,3.8,752,19279,11
2006,8,Rudy Gay,61.0,.085,0.6,22.4,1120,34561,17
2006,9,Patrick O'Bryant,0.5,.046,-4.6,-0.3,90,524,4
2006,10,Mouhamed Sene,0.3,.052,-5.1,-0.2,47,260,3
2006,11,JJ Redick,63.7,.128,0.6,16.0,940,23964,15
2006,12,Hilton Armstrong,3.9,.055,-4.1,-1.8,292,3378,6
2006,13,Thabo Sefolosha,39.3,.099,0.6,12.4,869,19062,14
2006,14,Ronnie Brewer,30.4,.127,1.6,10.6,502,11539,8
2006,15,Cedric Simmons,0.1,.005,-5.0,-0.5,75,705,3
2006,16,Rodney Carney,6.2,.064,-1.6,0.5,299,4600,5
2006,17,Shawne Williams,6.7,.060,-2.2,-0.3,314,5368,7
2006,18,Oleksiy Pecherov,0.5,.025,-4.8,-0.7,111,1044,3
2006,19,Quincy Douby,0.0,.000,-3.5,-0.6,143,1535,3
2006,20,Renaldo Balkman,7.2,.113,0.1,1.6,221,3064,6
2006,21,Rajon Rondo,61.8,.104,1.2,23.2,957,28571,16
2006,22,Marcus Williams,0.0,-.001,-3.3,-1.0,203,3095,4
2006,23,Josh Boone,9.1,.097,-2.0,0.0,256,4482,4
2006,24,Kyle Lowry,112.4,.147,2.6,43.1,1187,36798,20
2006,25,Shannon Brown,9.2,.060,-1.5,1.0,408,7329,9
2006,26,Jordan Farmar,13.9,.068,-0.5,3.7,504,9840,10
2006,27,Sergio Rodriguez,4.3,.039,-2.0,0.1,353,5281,5
2006,28,Maurice Ager,-0.9,-.089,-9.4,-0.9,82,505,4
2006,29,Mardy Collins,-1.6,-.027,-4.4,-1.7,189,2771,4
2006,30,Joel Freeland,3.2,.084,-3.3,-0.6,151,1821,3
2006,31,James White,0.8,.062,-3.2,-0.2,67,583,3
2006,32,Steve Novak,14.5,.123,0.8,4.0,467,5657,11
2006,33,Solomon Jones,5.0,.078,-4.0,-1.6,281,3092,8
2006,34,Paul Davis,0.5,.035,-4.2,-0.4,82,702,4
2006,35,P.J. Tucker,43.3,.083,-1.0,6.4,886,24993,14
2006,36,Craig Smith,16.0,.113,-1.2,1.4,403,6826,6
2006,37,Bobby Jones,1.1,.060,-4.1,-0.5,91,867,2
2006,38,Kosta Perovic,0.0,.060,-5.9,0.0,7,38,1
2006,39,David Noel,0.4,.024,-3.1,-0.2,68,792,1
2006,40,Denham Brown,,,,,,,
2006,41,James Augustine,0.3,.101,-2.7,0.0,27,156,2
2006,42,Daniel Gibson,16.0,.082,-1.0,2.4,397,9316,7
2006,43,Marcus Vinicius,0.2,.056,-3.0,0.0,26,172,2
2006,44,Lior Eliyahu,,,,,,,
2006,45,Alexander Johnson,1.5,.056,-4.6,-0.9,102,1302,2
2006,46,Dee Brown,0.1,.008,-3.0,-0.2,68,711,2
2006,47,Paul Millsap,95.4,.150,1.9,29.9,1085,30498,16
2006,48,Vladimir Veremeenko,,,,,,,
2006,49,Leon Powe,12.0,.174,-1.6,0.3,239,3320,5
2006,50,Ryan Hollins,10.4,.081,-4.1,-3.2,518,6134,10
2006,51,Cheikh Samb,-0.1,-.056,-9.1,-0.2,22,114,2
2006,52,Guillermo Diaz,0.0,.033,-2.9,0.0,6,18,1
2006,53,Yotam Halperin,,,,,,,
2006,54,Hassan Adams,0.8,.072,-2.3,0.0,73,547,2
2006,55,Ejike Ugboaja,,,,,,,
2006,56,Edin Bavcic,,,,,,,
2006,57,Loukas Mavrokefalidis,,,,,,,
2006,58,JR Pinnock,,,,,,,
2006,59,Damir Markota,-0.2,-.070,-8.5,-0.3,30,170,1
2006,60,Will Blalock,-0.1,-.032,-5.8,-0.2,14,166,1
2007,1,Greg Oden,7.3,.174,-0.4,0.8,105,2028,3
2007,2,Kevin Durant,186.1,.203,6.3,92.2,1201,44077,18
2007,3,Al Horford,119.4,.155,2.8,45.1,1183,36887,19
2007,4,Mike Conley,107.6,.137,2.3,40.9,1226,37588,19
2007,5,Jeff Green,56.1,.080,-1.5,4.5,1247,33432,18
2007,6,Yi Jianlian,3.1,.025,-4.3,-3.5,272,6038,5
2007,7,Corey Brewer,22.5,.058,-1.6,2.0,819,18771,13
2007,8,Brandan Wright,26.2,.181,2.3,7.5,428,6949,10
2007,9,Joakim Noah,61.9,.159,2.5,20.9,672,18646,13
2007,10,Spencer Hawes,22.6,.070,-1.1,3.4,684,15541,10
2007,11,Acie Law,1.6,.032,-3.9,-1.1,188,2385,4
2007,12,Thaddeus Young,71.9,.105,0.5,20.7,1172,33012,17
2007,13,Julian Wright,3.9,.061,-0.5,1.2,231,3049,4
2007,14,Al Thornton,6.1,.035,-3.5,-3.2,296,8274,4
2007,15,Rodney Stuckey,28.7,.077,-0.9,4.9,651,17890,10
2007,16,Nick Young,18.6,.054,-2.2,-0.8,720,16419,12
2007,17,Sean Williams,3.0,.073,-3.1,-0.6,137,1978,4
2007,18,Marco Belinelli,30.5,.075,-1.3,3.3,860,19548,13
2007,19,Javaris Crittenton,0.1,.002,-4.2,-1.0,113,1853,2
2007,20,Jason Smith,14.1,.067,-2.9,-2.4,616,10029,11
2007,21,Daequan Cook,4.9,.039,-2.7,-1.1,328,5993,6
2007,22,Jared Dudley,43.0,.103,0.2,11.0,904,20117,14
2007,23,Wilson Chandler,29.0,.069,-1.3,3.5,676,20287,12
2007,24,Rudy Fernandez,14.2,.114,1.7,5.6,249,5965,4
2007,25,Morris Almond,0.0,.005,-6.1,-0.4,38,361,3
2007,26,Aaron Brooks,19.2,.069,-1.2,2.7,645,13439,10
2007,27,Arron Afflalo,33.5,.077,-1.5,2.4,762,20829,11
2007,28,Tiago Splitter,25.3,.178,1.1,5.4,355,6812,7
2007,29,Alando Tucker,0.4,.045,-4.5,-0.3,51,426,3
2007,30,Petteri Koponen,,,,,,,
2007,31,Carl Landry,35.9,.149,-0.3,5.0,513,11524,9
2007,32,Gabe Pruitt,0.4,.043,-2.8,-0.1,62,461,2
2007,33,Marcus Williams,-0.1,-.084,-5.4,0.0,13,39,2
2007,34,Nick Fazekas,0.8,.148,0.5,0.2,26,269,1
2007,35,Glen Davis,18.6,.082,-2.6,-1.7,514,10865,8
2007,36,Jermareo Davidson,0.0,.000,-5.2,-0.3,52,433,2
2007,37,Josh McRoberts,18.5,.107,0.3,4.7,433,8271,11
2007,38,Kyrylo Fesenko,0.9,.038,-5.7,-1.1,135,1107,5
2007,39,Stanko Barac,,,,,,,
2007,40,Sun Sun,-0.1,-.226,-19.4,-0.1,10,28,1
2007,41,Chris Richard,0.7,.045,-5.7,-0.7,70,780,2
2007,42,Derrick Byars,0.1,.147,-4.7,0.0,2,37,1
2007,43,Adam Haluska,,,,,,,
2007,44,Reyshawn Terry,,,,,,,
2007,45,Jared Jordan,,,,,,,
2007,46,Stephane Lasme,0.3,.041,-4.4,-0.2,16,303,1
2007,47,Dominic McGuire,4.1,.037,-2.1,-0.1,342,5348,6
2007,48,Marc Gasol,85.3,.143,3.1,36.5,891,28719,13
2007,49,Aaron Gray,6.2,.077,-3.6,-1.5,318,3851,7
2007,50,Renaldas Seibutis,,,,,,,
2007,51,JamesOn Curry,0.0,,,0.0,1,0,1
2007,52,Taurean Green,-0.1,-.066,-7.5,-0.1,17,74,1
2007,53,Demetris Nichols,-0.2,-.203,-10.3,-0.1,18,58,2
2007,54,Brad Newley,,,,,,,
2007,55,Herbert Hill,,,,,,,
2007,56,Ramon Sessions,28.8,.086,-0.7,5.2,691,16119,11
2007,57,Sammy Mejia,,,,,,,
2007,58,Giorgos Printezis,,,,,,,
2007,59,DJ Strawberry,-0.2,-.031,-5.6,-0.2,33,270,1
2007,60,Milovan Rakovic,,,,,,,
2008,1,Derrick Rose,44.6,.097,1.2,18.2,723,22054,15
2008,2,Michael Beasley,15.6,.054,-1.7,0.9,609,13903,11
2008,3,O.J. Mayo,21.8,.062,-0.9,4.7,547,16919,8
2008,4,Russell Westbrook,112.9,.126,3.5,59.1,1301,43026,18
2008,5,Kevin Love,96.0,.164,3.2,36.7,989,28118,18
2008,6,Danilo Gallinari,65.4,.140,1.7,20.8,777,22410,14
2008,7,Eric Gordon,42.1,.070,-0.8,9.1,931,28958,18
2008,8,Joe Alexander,0.5,.030,-3.6,-0.3,67,745,2
2008,9,D.J. Augustin,47.7,.100,-0.7,7.6,976,22851,14
2008,10,Brook Lopez,94.2,.129,1.2,28.3,1180,35157,18
2008,11,Jerryd Bayless,18.6,.072,-1.6,1.1,586,12486,11
2008,12,Jason Thompson,23.8,.077,-2.6,-2.4,588,14819,8
2008,13,Brandon Rush,11.2,.051,-1.4,1.6,481,10564,9
2008,14,Anthony Randolph,5.8,.072,-1.6,0.4,252,3841,6
2008,15,Robin Lopez,49.6,.114,-1.1,4.6,992,20937,16
2008,16,Marreese Speights,25.8,.116,-2.2,-0.6,705,10640,10
2008,17,Roy Hibbert,35.9,.105,-1.1,3.5,662,16389,9
2008,18,JaVale McGee,43.7,.143,0.0,7.3,909,14676,16
2008,19,JJ Hickson,21.9,.088,-1.8,0.5,534,11925,8
2008,20,Alexis Ajinca,7.5,.093,-2.8,-0.8,293,3905,7
2008,21,Ryan Anderson,46.7,.134,1.0,12.8,649,16769,12
2008,22,Courtney Lee,39.3,.086,-0.6,7.9,811,21938,12
2008,23,Kosta Koufos,28.3,.120,-1.3,2.0,686,11271,11
2008,24,Serge Ibaka,73.0,.139,0.5,15.7,919,25127,14
2008,25,Nicolas Batum,75.6,.107,1.4,29.0,1205,33931,18
2008,26,George Hill,71.0,.139,1.1,19.4,915,24501,15
2008,27,Darrell Arthur,12.3,.066,-2.2,-0.4,503,8945,9
2008,28,Donte Greene,1.5,.017,-2.8,-0.9,253,4259,4
2008,29,DJ White,3.8,.087,-2.1,0.0,138,2111,6
2008,30,J.R. Giddens,0.1,.027,-4.3,-0.1,38,247,2
2008,31,Nikola Pekovic,18.8,.134,-0.7,2.2,271,6744,6
2008,32,Walter Sharpe,-0.1,-.131,-10.1,0.0,8,20,1
2008,33,Joey Dorsey,2.9,.092,-2.7,-0.3,130,1488,4
2008,34,Mario Chalmers,32.3,.090,-0.6,5.9,646,17245,9
2008,35,DeAndre Jordan,99.4,.170,1.1,22.2,1123,28066,18
2008,36,Omer Asik,20.9,.109,-1.9,0.1,471,9216,8
2008,37,Luc Mbah a Moute,26.0,.078,-1.5,2.0,689,16038,12
2008,38,Kyle Weaver,1.5,.051,-1.1,0.3,73,1379,3
2008,39,Sonny Weems,0.0,.001,-4.2,-1.8,183,3335,4
2008,40,Chris Douglas-Roberts,5.4,.059,-2.2,-0.2,222,4381,6
2008,41,Nathan Jawai,0.2,.020,-4.4,-0.3,45,431,2
2008,42,Sean Singletary,0.0,.006,-5.1,-0.2,37,303,1
2008,43,Patrick Ewing,-0.1,-.158,-9.1,0.0,7,19,1
2008,44,Ante Tomic,,,,,,,
2008,45,Goran Dragic,56.7,.106,0.5,15.9,946,25603,15
2008,46,Trent Plaisted,,,,,,,
2008,47,Henry Walker,5.0,.079,-1.8,0.2,181,3016,5
2008,48,Malik Hairston,0.8,.086,-2.0,0.0,62,472,2
2008,49,Richard Hendrix,,,,,,,
2008,50,DeVon Hardin,,,,,,,
2008,51,Shan Foster,,,,,,,
2008,52,Darnell Jackson,1.3,.059,-5.2,-0.8,138,1039,3
2008,53,Tadija Dragicevic,,,,,,,
2008,54,Maarty Leunen,,,,,,,
2008,55,Mike Taylor,-0.4,-.028,-5.2,-0.6,51,771,1
2008,56,Sasha Kaun,0.2,.096,-2.8,0.0,25,95,1
2008,57,James Gist,,,,,,,
2008,58,Joe Crawford,0.0,.037,-2.7,0.0,2,23,1
2008,59,Deron Washington,,,,,,,
2008,60,Semih Erden,1.8,.094,-3.6,-0.4,69,928,2
2009,1,Blake Griffin,81.1,.160,3.3,32.8,765,24384,13
2009,2,Hasheem Thabeet,4.8,.099,-2.7,-0.4,224,2357,5
2009,3,James Harden,182.4,.206,6.2,87.9,1221,42450,17
2009,4,Tyreke Evans,28.4,.075,0.8,13.1,594,18242,10
2009,5,Ricky Rubio,42.3,.098,0.5,13.3,698,20694,12
2009,6,Jonny Flynn,-1.1,-.015,-4.0,-1.9,163,3738,3
2009,7,Stephen Curry,147.1,.195,6.4,77.2,1069,36304,17
2009,8,Jordan Hill,16.4,.102,-2.0,0.0,409,7692,8
2009,9,DeMar DeRozan,114.1,.126,0.8,30.6,1264,43634,17
2009,10,Brandon Jennings,29.9,.085,0.8,11.8,555,16844,9
2009,11,Terrence Williams,-0.2,-.004,-2.8,-0.6,153,2922,4
2009,12,Gerald Henderson,18.3,.063,-1.8,0.6,535,13854,8
2009,13,Tyler Hansbrough,20.2,.134,-2.0,0.0,428,7233,7
2009,14,Earl Clark,2.9,.038,-2.8,-0.8,261,3630,6
2009,15,Austin Daye,4.5,.053,-2.0,0.0,293,4132,6
2009,16,James Johnson,27.4,.084,0.4,9.3,786,15561,16
2009,17,Jrue Holiday,78.1,.105,1.6,32.7,1090,35720,17
2009,18,Ty Lawson,42.1,.126,1.4,13.6,551,16088,8
2009,19,Jeff Teague,52.4,.113,0.6,14.3,826,22164,12
2009,20,Eric Maynor,3.3,.041,-2.9,-0.8,267,3896,5
2009,21,Darren Collison,49.9,.115,0.5,13.4,711,20833,11
2009,22,Victor Claver,0.2,.011,-3.6,-0.4,80,1072,3
2009,23,Omri Casspi,19.6,.078,-0.8,3.5,588,11959,10
2009,24,Byron Mullens,0.6,.008,-4.0,-1.8,189,3446,5
2009,25,Rodrigue Beaubois,4.8,.079,-0.1,1.4,182,2896,4
2009,26,Taj Gibson,60.5,.125,-0.9,6.5,1012,23166,17
2009,27,DeMarre Carroll,29.5,.104,0.0,6.7,578,13675,11
2009,28,Wayne Ellington,21.1,.063,-1.5,2.2,770,16100,13
2009,29,Toney Douglas,12.1,.077,-0.8,2.2,394,7511,8
2009,30,Christian Eyenga,-0.4,-.020,-4.2,-0.6,51,1049,2
2009,31,Jeff Ayres,6.3,.131,-2.3,-0.2,237,2322,6
2009,32,Jermaine Taylor,0.2,.014,-3.7,-0.3,65,786,2
2009,33,Dante Cunningham,24.9,.080,-1.7,1.1,715,14875,10
2009,34,Sergio Llull,,,,,,,
2009,35,DaJuan Summers,-0.1,-.008,-5.8,-0.8,83,820,4
2009,36,Sam Young,5.2,.063,-2.1,-0.1,249,3966,4
2009,37,DeJuan Blair,19.0,.129,-1.2,1.4,424,7054,7
2009,38,Jon Brockman,3.7,.113,-3.9,-0.8,150,1570,3
2009,39,Jonas Jerebko,25.8,.109,-1.0,2.9,635,11323,9
2009,40,Derrick Brown,4.5,.085,-1.3,0.4,171,2554,3
2009,41,Jodie Meeks,24.3,.096,-0.6,4.2,539,12110,10
2009,42,Patrick Beverley,40.2,.109,0.7,12.1,666,17689,12
2009,43,Marcus Thornton,20.0,.085,0.2,6.2,483,11299,8
2009,44,Chase Budinger,13.9,.083,-0.5,2.9,407,7998,7
2009,45,Nick Calathes,2.6,.063,-0.5,0.8,129,2011,2
2009,46,Danny Green,49.3,.113,1.8,20.2,832,20899,15
2009,47,Henk Norel,,,,,,,
2009,48,Taylor Griffin,0.0,-.039,-8.1,-0.1,8,32,1
2009,49,Sergiy Gladyr,,,,,,,
2009,50,Goran Suton,,,,,,,
2009,51,Jack McClinton,,,,,,,
2009,52,AJ Price,4.7,.058,-1.3,0.7,261,3929,6
2009,53,Nando De Colo,2.4,.081,-0.7,0.5,119,1414,2
2009,54,Robert Vaden,,,,,,,
2009,55,Patty Mills,35.9,.094,-0.2,8.5,921,18316,16
2009,56,Ahmad Nivins,,,,,,,
2009,57,Emir Preldzic,,,,,,,
2009,58,Lester Hudson,0.2,.016,-2.1,0.0,57,594,4
2009,59,Chinemelu Elonu,,,,,,,
2009,60,Robert Dozier,,,,,,,
2010,1,John Wall,44.5,.094,2.2,24.1,647,22588,11
2010,2,Evan Turner,20.2,.051,-1.9,0.5,705,18938,10
2010,3,Derrick Favors,60.2,.150,0.9,14.0,790,19202,12
2010,4,Wesley Johnson,10.7,.038,-1.6,1.2,609,13472,9
2010,5,DeMarcus Cousins,46.8,.115,2.4,21.6,654,19508,11
2010,6,Ekpe Udoh,10.4,.088,-1.4,0.8,384,5694,7
2010,7,Greg Monroe,50.4,.137,1.4,15.3,646,17670,10
2010,8,Al-Farouq Aminu,27.6,.075,-0.6,6.5,711,17698,11
2010,9,Gordon Hayward,63.5,.119,1.6,23.0,835,25654,14
2010,10,Paul George,92.0,.140,3.7,45.2,945,31651,16
2010,11,Cole Aldrich,9.6,.135,0.1,1.8,339,3389,8
2010,12,Xavier Henry,0.8,.013,-4.4,-1.7,185,2905,5
2010,13,Ed Davis,43.3,.151,-0.2,6.2,722,13756,12
2010,14,Patrick Patterson,31.9,.102,0.0,7.4,719,14923,11
