year,pick,player,ws,ws_per_48,bpm,vorp,g,mp,seasons
2023,20,Cam Whitmore,3.3,.077,-0.4,0.8,119,2061,3
2023,21,Noah Clowney,2.4,.036,-3.3,-1.0,135,3192,3
2023,22,Dariq Whitehead,-0.1,-.015,-5.7,-0.4,28,453,3
2023,23,Kris Murray,3.6,.046,-2.7,-0.6,188,3721,3
2023,24,Olivier-Maxence Prosper,3.8,.097,-1.2,0.4,145,1904,3
2023,25,Marcus Sasser,3.6,.066,-1.8,0.1,166,2619,3
2023,26,Ben Sheppard,4.3,.060,-2.8,-0.7,185,3433,3
2023,27,Nick Smith Jr.,-1.0,-.019,-5.6,-2.3,141,2473,3
2023,28,Brice Sensabaugh,2.0,.026,-2.5,-0.5,178,3778,3
2023,29,Julian Strawther,2.7,.046,-4.2,-1.5,172,2790,3
2023,30,Kobe Brown,2.3,.067,-2.8,-0.3,145,1629,3
2023,31,James Nnaji,,,,,,,
2023,32,Jalen Pickett,2.2,.067,-2.0,0.0,126,1595,3
2023,33,Leonard Miller,2.0,.120,-0.7,0.3,76,803,3
2023,34,Colby Jones,0.6,.041,-3.4,-0.2,70,714,3
2023,35,Julian Phillips,2.5,.065,-3.5,-0.7,167,1874,3
2023,36,Andre Jackson Jr.,1.8,.043,-4.2,-1.1,172,1960,3
2023,37,Hunter Tyson,0.4,.028,-5.6,-0.6,90,610,3
2023,38,Jordan Walsh,4.3,.122,-0.9,0.5,129,1698,3
2023,39,Mouhamed Gueye,4.1,.110,-1.1,0.4,116,1785,3
2023,40,Maxwell Lewis,-0.2,-.024,-6.6,-0.5,62,430,2
2023,41,Amari Bailey,-0.1,-.044,-8.3,-0.1,10,65,1
2023,42,Tristan Vukcevic,1.6,.059,-0.6,0.5,94,1337,3
2023,43,Rayan Rupert,0.5,.012,-5.5,-1.9,155,2165,3
2023,44,Sidy Cissoko,1.6,.044,-4.0,-0.8,109,1690,3
2023,45,GG Jackson,2.6,.043,-2.2,-0.2,132,2870,3
2023,46,Seth Lundy,-0.1,-.092,-12.7,-0.1,9,52,1
2023,47,Mojave King,,,,,,,
2023,48,Jordan Miller,4.0,.107,-0.5,0.7,105,1773,3
2023,49,Emoni Bates,-0.2,-.045,-6.4,-0.2,25,208,2
2023,50,Keyontae Johnson,-0.1,-.068,-9.8,-0.1,9,66,1
2023,51,Jalen Wilson,3.2,.043,-4.2,-1.9,176,3554,3
2023,52,Toumani Camara,11.9,.082,-1.2,1.4,230,7018,3
2023,53,Jaylen Clark,3.3,.111,-1.6,0.1,108,1410,2
2023,54,Jalen Slawson,0.5,.069,-1.0,0.1,25,348,2
2023,55,Isaiah Wong,0.0,.006,-4.2,-0.1,21,269,2
2023,56,Tarik Biberovic,,,,,,,
2023,57,Trayce Jackson-Davis,9.6,.178,1.6,2.3,183,2593,3
2023,58,Chris Livingston,0.2,.042,-6.6,-0.3,45,213,3
2024,1,Zaccharie Risacher,4.1,.058,-3.1,-0.9,142,3346,2
2024,2,Alex Sarr,1.3,.021,-1.6,0.3,115,3119,2
2024,3,Reed Sheppard,6.6,.113,1.6,2.6,134,2801,2
2024,4,Stephon Castle,6.9,.079,-0.7,1.4,149,4200,2
2024,5,Ronald Holland II,4.6,.078,-2.4,-0.3,159,2817,2
2024,6,Tidjane Salaün,1.5,.038,-3.8,-0.8,97,1819,2
2024,7,Donovan Clingan,12.6,.177,1.7,3.2,144,3418,2
2024,8,Rob Dillingham,-1.0,-.032,-6.2,-1.6,114,1486,2
2024,9,Zach Edey,5.6,.159,0.0,0.9,77,1700,2
2024,10,Cody Williams,-1.0,-.018,-6.2,-2.9,117,2691,2
2024,11,Matas Buzelis,4.4,.057,-1.6,0.4,157,3759,2
2024,12,Nikola Topić,0.0,-.014,-8.4,-0.3,10,160,1
2024,13,Devin Carter,0.5,.023,-2.8,-0.2,74,1096,2
2024,14,Bub Carrington,-0.2,-.002,-4.7,-3.2,164,4729,2
2024,15,Kel'el Ware,10.3,.159,1.1,2.4,141,3126,2
2024,16,Jared McCain,2.2,.059,-1.5,0.2,90,1752,2
2024,17,Dalton Knecht,3.1,.073,-2.3,-0.2,132,2047,2
2024,18,Tristan da Silva,5.8,.079,-1.5,0.4,151,3528,2
2024,19,Ja'Kobe Walter,4.9,.092,-1.4,0.4,124,2577,2
2024,20,Jaylon Tyson,4.8,.103,-0.5,0.9,113,2230,2
2024,21,Yves Missi,6.3,.093,-2.5,-0.4,139,3253,2
2024,22,DaRon Holmes II,0.4,.103,-0.5,0.1,25,210,1
2024,23,AJ Johnson,-1.3,-.056,-8.4,-1.8,77,1093,2
2024,24,Kyshawn George,0.8,.011,-2.8,-0.7,116,3193,2
2024,25,Pacôme Dadiet,0.2,.035,-4.7,-0.2,47,247,2
2024,26,Dillon Jones,0.9,.072,-3.9,-0.3,61,591,2
2024,27,Terrence Shannon Jr.,1.6,.090,-3.0,-0.2,75,877,2
2024,28,Ryan Dunn,3.6,.062,-2.5,-0.4,144,2765,2
2024,29,Isaiah Collier,0.9,.012,-4.0,-1.7,130,3356,2
2024,30,Baylor Scheierman,4.6,.121,0.1,1.0,108,1813,2
2024,31,Jonathan Mogbo,2.5,.079,-1.7,0.1,103,1535,2
2024,32,Kyle Filipowski,5.5,.080,-1.0,0.8,149,3323,2
2024,33,Tyler Smith,0.4,.060,-3.2,-0.1,35,288,2
2024,34,Tyler Kolek,1.8,.083,-1.2,0.2,103,1023,2
2024,35,Johnny Furphy,1.0,.049,-3.3,-0.3,85,1022,2
2024,36,Juan Nunez,,,,,,,
2024,37,Bobi Klintman,0.1,.050,-5.1,-0.1,20,113,2
2024,38,Ajay Mitchell,6.3,.147,0.9,1.5,93,2070,2
2024,39,Jaylen Wells,5.1,.063,-2.6,-0.6,148,3864,2
2024,40,Oso Ighodaro,6.3,.107,-0.9,0.8,143,2853,2
2024,41,Adem Bona,5.2,.116,-2.8,-0.4,129,2139,2
2024,42,KJ Simpson,-0.6,-.024,-5.3,-0.9,56,1099,2
2024,43,Nikola Djurisic,,,,,,,
2024,44,Pelle Larsson,5.5,.100,-1.8,0.2,125,2631,2
2024,45,Jamal Shead,3.5,.051,-3.1,-0.9,157,3319,2
2024,46,Cam Christie,0.2,.013,-4.3,-0.3,68,539,2
2024,47,Antonio Reeves,0.6,.039,-2.8,-0.1,54,728,2
2024,48,Harrison Ingram,0.2,.129,0.3,0.0,12,61,2
2024,49,Tristen Newton,0.0,-.069,-8.2,0.0,9,28,2
2024,50,Enrique Freeman,0.3,.065,-5.2,-0.2,26,218,2
2024,51,Melvin Ajinca,,,,,,,
2024,52,Quinten Post,3.5,.092,-0.6,0.6,109,1845,2
2024,53,Cam Spencer,6.1,.150,2.0,2.0,97,1966,2
2024,54,Anton Watson,0.0,-.070,-10.1,0.0,9,22,1
2024,55,Bronny James,0.0,-.002,-5.2,-0.5,69,556,2
2024,56,Kevin McCullar Jr.,0.2,.059,-3.5,-0.1,25,184,2
2024,57,Ulrich Chomche,0.0,.001,-7.4,0.0,7,32,1
2024,58,Ariel Hukporti,1.3,.086,-3.3,-0.2,79,715,2
2025,1,Cooper Flagg,3.8,.078,1.4,2.0,70,2344,1
2025,2,Dylan Harper,4.2,.130,1.4,1.3,69,1558,1
2025,3,VJ Edgecombe,4.4,.081,-0.5,1.0,75,2623,1
2025,4,Kon Knueppel,8.0,.151,2.8,3.1,81,2551,1
2025,5,Ace Bailey,-0.1,-.001,-4.4,-1.2,72,1988,1
2025,6,Tre Johnson,-0.7,-.024,-5.0,-1.1,60,1443,1
2025,7,Jeremiah Fears,0.6,.015,-2.7,-0.4,82,2112,1
2025,8,Egor Dëmin,0.9,.032,-1.6,0.1,52,1308,1
2025,9,Collin Murray-Boyles,4.0,.154,1.0,1.0,57,1246,1
2025,10,Khaman Maluach,0.8,.099,-3.7,-0.2,46,411,1
2025,11,Cedric Coward,2.5,.076,-0.2,0.7,62,1598,1
2025,12,Noa Essengue,-0.1,-.417,-23.7,0.0,2,6,1
2025,13,Derik Queen,2.7,.063,-0.8,0.6,81,2023,1
2025,14,Carter Bryant,1.3,.076,-3.0,-0.2,71,818,1
2025,15,Thomas Sorber,,,,,,,
2025,16,Yang Hansen,-0.5,-.075,-9.5,-0.6,43,300,1
2025,17,Joan Beringer,1.5,.222,0.4,0.2,40,314,1
2025,18,Walter Clayton Jr.,0.3,.009,-4.3,-0.8,69,1410,1
2025,19,Nolan Traore,-1.6,-.063,-6.8,-1.5,56,1243,1
2025,20,Kasparas Jakučionis,2.3,.114,-0.4,0.4,53,945,1
2025,21,Will Riley,0.4,.012,-4.5,-1.0,74,1633,1
2025,22,Drake Powell,-0.1,-.003,-6.0,-1.3,63,1320,1
2025,23,Asa Newell,1.2,.113,-1.5,0.1,44,500,1
2025,24,Nique Clifford,-0.6,-.014,-4.9,-1.4,75,1882,1
2025,25,Jase Richardson,1.0,.082,-2.5,-0.1,54,587,1
2025,26,Ben Saraf,-1.1,-.057,-7.3,-1.2,44,916,1
2025,27,Danny Wolf,0.8,.032,-2.5,-0.2,57,1187,1
2025,28,Hugo González,2.2,.099,-1.5,0.1,74,1084,1
2025,29,Liam McNeeley,0.9,.112,-1.3,0.1,31,368,1
2025,30,Yanic Konan Niederhäuser,1.3,.152,-2.2,0.0,41,424,1
2025,31,Rasheer Fleming,0.8,.055,-3.8,-0.3,55,673,1
2025,32,Noah Penda,1.1,.070,-1.5,0.1,59,757,1
2025,33,Sion James,3.1,.080,-2.0,0.0,82,1843,1
2025,34,Ryan Kalkbrenner,5.7,.185,1.8,1.4,69,1479,1
2025,35,Johni Broome,-0.2,-.212,-16.2,-0.2,11,55,1
2025,36,Adou Thiero,0.2,.071,-4.4,-0.1,25,149,1
2025,37,Chaz Lanier,0.3,.046,-5.1,-0.2,34,262,1
2025,38,Kam Jones,0.0,.002,-6.2,-0.6,37,616,1
2025,39,Alijah Martin,0.0,.015,-4.3,-0.1,23,146,1
2025,40,Micah Peavy,0.4,.020,-5.2,-0.7,61,913,1
2025,41,Koby Brea,0.2,.117,0.2,0.0,12,84,1
2025,42,Maxime Raynaud,3.6,.088,-2.4,-0.2,74,1964,1
2025,43,Jamir Watkins,1.1,.049,-3.3,-0.3,50,1032,1
2025,44,Brooks Barnhizer,0.6,.082,-3.1,-0.1,40,348,1
2025,45,Rocco Zikarsky,0.2,.237,2.4,0.0,5,36,1
2025,46,Amari Williams,0.2,.077,-2.1,0.0,22,146,1
2025,47,Bogoljub Marković,,,,,,,
2025,48,Javon Small,1.9,.112,1.0,0.6,41,830,1
2025,49,Tyrese Proctor,0.7,.066,-2.8,-0.1,50,545,1
2025,50,Kobe Sanders,1.4,.051,-2.9,-0.3,68,1351,1
2025,51,Mohamed Diawara,0.9,.072,-1.7,0.0,69,634,1
2025,52,Alex Toohey,,,,,,,
2025,53,John Tonje,0.1,.101,-5.1,0.0,6,42,1
2025,54,Taelon Peter,0.0,-.001,-4.6,-0.3,38,492,1
2025,55,Lachlan Olbrich,0.5,.075,-3.4,-0.1,37,344,1
2025,56,Will Richard,2.5,.089,-1.7,0.1,69,1377,1
2025,57,Max Shulga,0.0,-.038,-11.5,-0.1,11,36,1
2025,58,Saliou Niang,,,,,,,
2025,59,Jahmai Mashack,-0.5,-.036,-7.0,-0.8,31,673,1
